loan_id,age,education,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_default
534,44,2,Aadhar,389808,795948,2,0,0,0
535,40,1,Aadhar,829620,1061028,6,5,0,0
536,27,1,Aadhar,529428,793500,2,2,0,0
537,41,1,Aadhar,714840,877800,4,3,0,0
538,41,2,Aadhar,717756,840000,4,3,0,1
539,26,2,VoterID,741336,1131048,0,0,0,1
540,28,2,Aadhar,692556,837600,0,0,0,0
541,35,1,Aadhar,718956,923328,0,0,0,0
542,34,2,Aadhar,648036,857484,0,0,0,1
543,27,1,Aadhar,865476,1234740,0,0,0,0
544,33,2,Aadhar,825804,984000,2,2,0,1
545,36,2,Aadhar,455268,670836,0,0,0,1
546,26,2,Aadhar,686952,821460,2,2,0,0
547,31,2,Aadhar,610836,851148,0,0,0,1
548,46,2,Aadhar,651756,744324,0,0,0,0
549,49,1,Aadhar,768984,984000,4,4,0,0
550,27,2,VoterID,814584,956676,3,3,0,0
551,30,2,Driving,527076,900060,4,4,0,0
552,34,2,Aadhar,651636,838776,0,0,0,1
553,45,2,Aadhar,556188,772164,12,2,0,1
554,32,1,Aadhar,529428,793500,0,0,0,0
555,29,1,Aadhar,696708,808212,0,0,0,0
556,44,2,PAN,619680,788916,0,0,0,1
557,43,2,Aadhar,910548,1024032,0,0,0,0
558,33,2,Aadhar,825804,1304400,2,0,0,0
559,35,1,Aadhar,596436,784080,3,3,0,0
560,35,2,Aadhar,473268,625080,2,0,0,1
561,26,1,Aadhar,928548,1330752,0,0,0,0
562,42,1,Aadhar,741564,864000,4,3,0,1
563,28,2,Aadhar,877476,1458000,0,0,0,0
564,33,1,Aadhar,600348,832404,0,0,0,0
565,36,2,Aadhar,713364,828000,4,3,0,0
566,47,2,Aadhar,538188,916620,0,0,0,1
567,25,2,VoterID,701916,1268400,0,0,0,0
568,27,1,Aadhar,630936,804456,0,0,0,1
569,29,1,Aadhar,538188,803616,3,0,0,0
570,38,1,Aadhar,728556,868788,2,2,0,1
571,44,1,Aadhar,824292,947688,3,2,0,1
572,33,2,Aadhar,782028,925716,2,0,0,0
573,42,2,Aadhar,772584,941976,0,0,0,0
574,32,2,Aadhar,1413804,2126532,3,3,0,1
575,40,1,Aadhar,717564,860916,4,2,0,0
576,30,2,Aadhar,666792,798396,2,2,0,1
577,49,2,Aadhar,520728,1190772,0,0,0,1
578,37,2,Aadhar,615636,808920,0,0,0,0
579,28,2,Aadhar,526188,835452,0,0,0,0
580,29,2,Aadhar,585396,808260,2,2,0,0
581,27,1,Aadhar,818028,1237092,0,0,0,0
582,40,1,Aadhar,744084,854400,2,2,0,1
583,26,2,Aadhar,428148,861744,0,0,0,1
584,43,2,Aadhar,713364,826200,5,5,0,0
585,46,2,VoterID,634836,908148,2,2,0,1
586,40,2,Aadhar,615636,936000,0,0,0,1
587,41,2,Aadhar,690108,905568,3,3,0,0
588,39,2,Aadhar,789588,910092,0,0,0,0
589,45,1,Aadhar,711108,819780,5,3,0,0
590,41,2,VoterID,679548,873252,3,2,0,0
591,31,2,Aadhar,657756,825540,3,2,0,1
592,46,2,Aadhar,612036,771456,2,0,0,1
593,35,2,Aadhar,725556,936648,0,0,0,1
594,45,2,Aadhar,826584,990000,0,0,0,0
595,26,2,VoterID,849804,1249128,0,0,0,0
596,25,1,Aadhar,687108,881196,2,0,0,0
597,31,2,Aadhar,592188,923148,0,0,0,1
598,42,2,Aadhar,591936,718764,12,2,0,1
599,24,1,Aadhar,1027440,1456944,0,0,0,0
600,46,2,Aadhar,588588,850440,10,6,0,0
601,35,2,Aadhar,841476,1031088,3,2,0,0
602,41,1,Aadhar,962232,1137600,11,5,0,1
603,41,2,Aadhar,906696,1056000,3,2,0,0
604,48,2,VoterID,743556,847956,0,0,0,1
605,40,2,Aadhar,687108,837360,6,3,0,1
606,37,1,Aadhar,376452,724152,0,0,0,0
607,39,1,Aadhar,675108,781968,4,4,0,0
608,45,1,Aadhar,716964,819996,2,2,0,1
609,42,1,Aadhar,840276,1050180,18,8,0,0
610,38,2,Aadhar,740556,1184664,0,0,0,0
611,28,1,Aadhar,429300,586800,0,0,0,1
612,48,2,Aadhar,512448,898428,0,0,0,0
613,44,2,Aadhar,609636,754584,5,3,0,0
614,27,1,Aadhar,603636,736380,3,2,0,1
615,28,2,Aadhar,944232,1308000,0,0,0,0
616,27,2,Aadhar,651636,783048,2,0,0,1
617,35,1,Aadhar,521580,837876,10,4,0,0
618,41,2,Aadhar,620676,901200,20,4,0,0
619,28,2,VoterID,575616,778356,0,0,0,1
620,44,1,Aadhar,756156,963708,6,0,0,1
621,46,2,Aadhar,711108,804000,3,3,0,1
622,44,1,Aadhar,661200,813840,0,0,0,0
623,38,2,Aadhar,556188,693336,23,4,0,0
624,34,2,Aadhar,413268,606120,22,8,0,0
625,36,1,Aadhar,562188,802932,0,0,0,0
626,31,,Aadhar,963432,1305960,7,5,0,0
627,31,2,Aadhar,651756,771456,2,0,0,1
628,47,2,VoterID,376224,548760,0,0,0,0
629,26,1,Aadhar,564588,814356,2,2,0,0
630,30,2,Aadhar,514728,679584,0,0,0,0
631,32,2,Aadhar,708072,843492,6,3,0,1
632,45,2,Aadhar,758556,917820,5,2,0,0
633,40,1,Aadhar,915012,1255320,3,0,0,1
634,36,1,Aadhar,644436,751920,0,0,0,0
635,44,2,Aadhar,784428,1528824,0,0,0,0
636,28,1,Aadhar,696708,852588,0,0,0,1
637,26,2,Aadhar,648936,734244,0,0,0,0
638,32,,Aadhar,620436,952800,20,8,0,1
639,46,2,Aadhar,435228,736692,6,3,0,0
640,29,2,PAN,592104,892080,2,0,0,1
641,47,1,Aadhar,853476,1336272,2,0,0,1
642,46,2,Aadhar,705108,827292,0,0,0,0
643,48,1,Aadhar,566400,829944,8,7,0,0
644,39,2,Aadhar,538716,764868,0,0,0,1
645,42,2,Aadhar,841476,1014384,4,3,0,1
646,30,1,Aadhar,516120,637044,0,0,0,0
647,47,1,Aadhar,620676,825000,15,8,0,0
648,48,2,Aadhar,711108,849000,8,3,0,1
649,25,1,VoterID,711108,1225524,0,0,0,1
650,40,2,Aadhar,669108,935760,0,0,0,0
651,25,1,VoterID,576696,801504,3,3,0,0
652,34,2,Aadhar,538980,797892,2,2,0,0
653,35,2,Aadhar,667188,956916,0,0,0,0
654,32,1,Aadhar,467268,697200,0,0,0,0
655,41,2,Aadhar,681108,1243452,0,0,0,0
656,26,,Aadhar,568188,818520,0,0,0,0
657,45,2,Aadhar,654708,762168,0,0,0,1
658,44,1,Aadhar,609636,801600,0,0,0,0
659,41,2,Aadhar,716556,979152,0,0,0,1
660,31,1,Aadhar,792828,975480,0,0,0,1
661,28,1,Aadhar,523728,820356,0,0,0,0
662,36,2,PAN,867804,1190532,0,0,0,1
663,36,1,Aadhar,770184,954000,0,0,0,1
664,41,1,Aadhar,552924,721524,0,0,0,1
665,48,1,Aadhar,574188,896220,0,0,0,1
666,33,1,Aadhar,912708,1284468,2,0,0,0
667,28,2,Aadhar,556188,926304,0,0,0,0
668,28,1,Aadhar,996396,1401852,0,0,0,1
669,39,2,Aadhar,663108,848196,6,3,0,0
670,45,1,Aadhar,461268,800400,0,0,0,0
671,30,1,Aadhar,730056,870000,0,0,0,1
672,27,2,Aadhar,654156,817272,0,0,0,1
673,32,2,Aadhar,461268,742680,2,2,0,1
674,30,2,Aadhar,863712,1177452,3,3,0,1
675,31,2,Driving,663108,762288,2,0,0,1
676,32,1,Aadhar,666156,804744,4,2,0,0
677,40,2,Aadhar,755364,936000,5,3,0,0
678,44,2,VoterID,342348,817416,0,0,0,0
679,44,2,Aadhar,620640,754128,0,0,0,0
680,37,1,Aadhar,751104,911892,0,0,0,0
681,30,2,Aadhar,562188,917844,4,3,0,1
682,28,1,Aadhar,840204,1096584,3,3,0,1
683,33,1,Aadhar,580188,846000,0,0,0,0
684,47,2,Aadhar,605196,815196,4,2,0,1
685,31,2,Aadhar,651636,840876,4,2,0,0
686,41,1,VoterID,708276,869136,6,5,0,0
687,47,1,VoterID,472440,766632,2,2,0,0
688,42,1,Aadhar,702120,839964,0,0,0,0
689,25,2,Aadhar,885804,1296216,2,0,0,1
690,43,1,Aadhar,699108,830364,4,2,0,1
691,35,2,Aadhar,280812,763524,3,0,0,0
692,27,1,Aadhar,615636,804000,4,3,0,0
693,36,2,Aadhar,713364,863304,7,5,0,1
694,30,2,VoterID,1015440,1398252,0,0,0,1
695,50,2,Aadhar,413808,755484,2,2,0,1
696,28,1,Aadhar,643236,771456,0,0,0,0
697,46,1,Aadhar,693108,801300,25,13,0,0
698,37,1,Aadhar,711108,864900,11,5,0,0
699,46,2,Aadhar,484128,688584,0,0,0,0
700,36,2,Aadhar,484728,779124,48,7,0,0
701,47,1,Aadhar,512940,923496,2,2,0,0
702,36,2,Aadhar,884604,1019808,0,0,0,0
703,46,1,Aadhar,568188,1025940,3,0,0,0
704,23,,Aadhar,849804,1008600,0,0,0,0
705,31,1,Aadhar,597156,792216,0,0,0,0
706,36,2,Aadhar,741420,883368,0,0,0,0
707,46,2,Aadhar,746556,850872,4,0,0,0
708,31,1,PAN,801384,1106820,0,0,0,1
709,30,2,VoterID,576108,735372,0,0,0,0
710,29,2,PAN,844788,1198728,0,0,0,0
711,25,1,VoterID,675108,827016,0,0,0,0
712,29,1,Aadhar,682956,943836,0,0,0,1
713,47,1,Aadhar,606096,776112,13,3,0,0
714,29,1,Aadhar,508728,706824,3,3,0,0
715,41,2,Aadhar,580188,726780,0,0,0,0
716,44,2,Aadhar,544188,831756,0,0,0,0
717,47,1,Aadhar,699108,932124,0,0,0,0
718,34,2,Aadhar,522648,813492,6,2,0,1
719,34,1,Aadhar,818028,924000,4,2,0,0
720,44,2,Aadhar,731964,962640,3,2,0,1
721,27,1,Driving,713364,981708,0,0,0,0
722,27,1,Aadhar,597636,830052,0,0,0,0
723,43,2,Aadhar,684156,818988,0,0,0,1
724,27,1,Aadhar,615636,899532,5,0,0,0
725,50,2,Aadhar,708156,817308,0,0,0,0
726,48,1,Aadhar,746556,905760,0,0,0,0
727,33,2,Aadhar,794028,900000,2,2,0,0
728,33,1,Aadhar,666708,825948,2,2,0,1
729,49,2,Aadhar,710484,830400,0,0,0,0
730,47,2,Aadhar,586188,750912,0,0,0,0
731,26,1,Aadhar,635736,740496,2,2,0,0
732,24,,Aadhar,659868,891504,6,0,0,0
733,37,2,Aadhar,519528,745392,3,3,0,0
734,29,2,Aadhar,693756,811440,0,0,0,1
735,36,2,Aadhar,687108,849120,2,0,0,0
736,22,,Aadhar,666156,870012,0,0,0,0
737,36,1,Aadhar,674556,824280,0,0,0,0
738,43,2,Aadhar,697908,904776,2,0,0,1
739,33,2,Aadhar,580188,778068,9,6,0,0
740,45,2,Aadhar,520728,942792,4,4,0,0
741,46,2,Aadhar,515928,775548,0,0,0,1
742,49,1,Aadhar,524328,731700,3,2,0,0
743,27,2,Aadhar,941748,1321140,0,0,0,1
744,47,1,Aadhar,553740,701928,12,3,0,1
745,26,1,Aadhar,737676,884880,2,2,0,1
746,41,1,Aadhar,629736,808980,3,3,0,1
747,32,2,Aadhar,358368,590400,3,3,0,0
748,28,2,Aadhar,681876,1164456,0,0,0,0
749,45,1,Aadhar,681108,830400,0,0,0,1
750,31,1,Aadhar,517188,766848,0,0,0,0
751,47,2,VoterID,679656,1021500,0,0,0,1
752,33,2,Aadhar,672156,833796,0,0,0,0
753,48,2,Aadhar,615636,741984,0,0,0,0
754,28,1,Aadhar,472740,779868,2,2,0,0
755,48,2,Aadhar,600936,845880,0,0,0,0
756,39,2,VoterID,666516,799464,0,0,0,1
757,45,2,Aadhar,1173468,1584000,0,0,0,1
758,47,1,Aadhar,515628,837072,9,4,0,1
759,43,1,Aadhar,590436,798696,5,3,0,0
760,42,2,Aadhar,1047288,1459848,2,2,0,0
761,27,1,Aadhar,772584,1023960,4,3,0,1
762,38,2,Aadhar,603636,881088,0,0,0,0
763,30,2,Aadhar,617196,827040,0,0,0,0
764,33,2,VoterID,755364,932976,0,0,0,1
765,45,2,Aadhar,655908,799920,0,0,0,1
766,48,1,Aadhar,665508,949584,17,8,1,1
767,32,1,Aadhar,853476,1030956,4,3,0,0
768,42,1,Aadhar,894948,1077600,0,0,0,0
769,30,2,VoterID,812028,1270668,0,0,0,0
770,27,1,Aadhar,639636,816360,2,2,0,0
771,25,2,Aadhar,368808,541200,2,0,0,0
772,50,2,VoterID,592836,873432,0,0,0,1
773,39,2,Aadhar,657108,890148,0,0,0,1
774,37,2,Aadhar,618936,832416,0,0,0,0
775,46,1,Aadhar,850476,1200552,0,0,0,1
776,26,2,Aadhar,722556,906000,0,0,0,0
777,41,2,Aadhar,539388,747840,0,0,0,0
778,32,1,Aadhar,731556,887460,0,0,0,1
779,46,1,Aadhar,947748,1879440,0,0,0,0
780,32,2,Aadhar,814584,922848,2,2,0,1
781,41,1,Aadhar,861804,992160,0,0,0,1
782,28,2,Aadhar,565740,741960,2,2,0,1
783,27,,Aadhar,877476,1382184,0,0,0,0
784,40,1,Aadhar,696036,907824,4,4,0,1
785,32,2,Aadhar,627636,1243068,0,0,0,0
786,46,2,Aadhar,597336,690864,0,0,0,0
787,47,1,Driving,527388,862608,0,0,0,0
788,36,1,Aadhar,899748,1043088,26,14,0,1
789,27,1,Aadhar,566988,815400,3,3,0,0
790,48,2,Aadhar,544188,942144,109,11,0,1
791,37,2,Aadhar,577788,736704,34,4,0,0
792,45,1,VoterID,716556,852288,2,0,0,0
793,28,2,Aadhar,639348,837600,0,0,0,1
794,32,2,VoterID,618936,807840,0,0,0,0
795,27,2,Aadhar,627636,795396,0,0,0,0
796,46,1,Aadhar,496728,954408,0,0,0,0
797,34,1,Aadhar,647748,843912,0,0,0,1
798,31,1,Aadhar,814584,983640,5,5,0,0
799,32,1,VoterID,655908,841872,0,0,0,0
800,28,2,Aadhar,524388,809580,0,0,0,1
801,34,2,Aadhar,636936,864924,3,0,0,0
802,42,1,Aadhar,751008,871392,0,0,0,0
803,27,1,Aadhar,684156,840000,2,2,0,1
804,23,,Aadhar,504048,1109424,0,0,0,0
805,30,2,Driving,248412,811080,2,0,0,0
806,43,2,PAN,424740,856908,12,3,0,0
807,22,,Aadhar,395208,820992,4,3,0,1
808,41,1,Aadhar,772584,1000080,3,2,0,1
809,34,2,Aadhar,759384,1062000,0,0,0,0
810,34,2,Aadhar,872604,1287420,0,0,0,1
811,32,1,Aadhar,774276,984876,10,4,0,0
812,38,1,Aadhar,589836,765600,2,2,0,0
813,36,1,Aadhar,684348,1048416,14,6,0,0
814,28,2,PAN,504168,930768,2,2,0,1
815,29,1,Aadhar,746556,1061964,0,0,0,0
816,38,2,Aadhar,683508,780000,3,3,0,0
817,41,1,Aadhar,814584,1182804,0,0,0,0
818,36,2,Aadhar,526188,734640,5,4,0,0
819,29,1,Aadhar,615708,742668,0,0,0,1
820,45,2,Aadhar,506520,840552,6,0,0,0
821,48,1,VoterID,788028,962088,4,2,0,1
822,24,1,Aadhar,467268,731172,2,0,0,0
823,40,2,Aadhar,912948,1128000,3,2,0,0
824,25,2,Aadhar,825804,1282188,0,0,0,0
825,34,,Aadhar,571188,1057728,18,6,0,0
826,41,2,Aadhar,681108,844056,0,0,0,1
827,44,2,Aadhar,768732,930756,12,3,0,1
828,32,,VoterID,621636,909024,0,0,0,0
829,29,2,Aadhar,478728,756120,3,2,0,1
830,26,2,Aadhar,347544,501456,0,0,0,1
831,45,2,Aadhar,472728,774840,2,0,0,0
832,45,2,Aadhar,1518612,2269560,5,3,0,0
833,26,1,Aadhar,562188,828948,0,0,0,0
834,45,1,Aadhar,586788,1036128,13,7,0,0
835,39,1,Aadhar,783828,964164,0,0,0,1
836,28,2,Aadhar,909012,1255092,0,0,0,0
837,39,1,Aadhar,544188,752580,0,0,0,0
838,47,2,Driving,783828,947124,6,3,0,1
839,43,1,Aadhar,316608,773520,10,4,0,0
840,32,2,Aadhar,244788,726000,0,0,0,0
841,25,2,Aadhar,710556,1234752,0,0,0,1
842,48,2,Aadhar,593508,946200,2,0,0,1
843,49,2,Aadhar,770556,1045332,3,2,0,0
844,28,2,VoterID,987432,1359036,3,3,0,1
845,49,2,Aadhar,613272,985560,0,0,0,0
846,46,2,Aadhar,431424,804000,4,2,0,0
847,26,1,Aadhar,735072,876000,0,0,0,0
848,28,1,Aadhar,618324,746160,2,0,0,1
849,44,2,Aadhar,696168,811968,0,0,0,0
850,26,2,Aadhar,681108,842256,0,0,0,1
851,36,2,Aadhar,702156,1064580,0,0,0,1
852,42,2,Aadhar,619200,713208,3,3,0,1
853,34,2,Aadhar,348336,765528,3,0,0,0
854,33,2,Aadhar,710484,942936,4,3,0,1
855,36,2,VoterID,702588,920796,0,0,0,1
856,28,2,Aadhar,684156,834000,0,0,0,1
857,34,2,Aadhar,812184,978000,6,2,0,1
858,41,1,Aadhar,786000,941352,2,2,0,0
859,40,2,Aadhar,912012,1258200,2,2,0,1
860,45,2,VoterID,761364,970932,0,0,0,1
861,27,1,Aadhar,861804,1229016,0,0,0,0
862,47,2,Aadhar,556188,787104,25,2,0,0
863,36,1,Aadhar,719364,842868,0,0,0,1
864,48,2,Aadhar,514920,851928,2,2,0,0
865,43,2,Aadhar,544188,835968,0,0,0,0
866,48,2,Aadhar,318492,806700,0,0,0,0
867,35,1,Aadhar,407808,889164,7,2,0,0
868,27,2,VoterID,719364,1283400,0,0,0,0
869,36,1,Aadhar,672156,1101012,2,2,0,1
870,35,2,VoterID,766584,1156500,0,0,0,1
871,29,2,Aadhar,1169880,1596000,3,3,0,1
872,47,1,Aadhar,664080,791820,0,0,0,0
873,45,1,Aadhar,723756,830964,6,3,0,0
874,38,1,Driving,741204,966192,3,3,0,0
875,33,,Aadhar,681108,943212,0,0,0,0
876,40,1,Aadhar,666156,808656,0,0,0,0
877,39,1,VoterID,843804,1011900,0,0,0,1
878,35,2,Aadhar,727764,941352,0,0,0,0
879,46,2,Aadhar,428892,791208,3,3,0,0
880,26,1,VoterID,790584,1184340,0,0,0,1
881,47,1,Aadhar,725364,841560,0,0,0,1
882,32,1,Aadhar,984396,1359792,0,0,0,0
883,33,1,Aadhar,871476,1064496,15,5,0,1
884,34,2,Aadhar,552588,813600,2,0,0,0
885,36,1,Aadhar,770556,939480,0,0,0,0
886,29,2,Aadhar,800028,960504,3,2,0,1
887,35,2,Aadhar,796584,1021872,0,0,0,0
888,44,,Aadhar,716556,910800,2,2,0,1
889,49,1,Aadhar,662556,802188,7,4,0,0
890,37,2,Aadhar,612936,824172,0,0,0,0
891,28,1,Aadhar,709908,841572,7,2,0,0
892,42,2,VoterID,831804,1144776,12,3,0,1
893,44,2,Aadhar,654000,798000,2,0,0,1
894,33,1,Aadhar,879600,1080000,0,0,0,1
895,23,,Aadhar,672156,846768,0,0,0,0
896,36,2,Aadhar,687108,986064,0,0,0,0
897,35,2,Aadhar,861804,1425120,0,0,0,1
898,28,1,Aadhar,582588,814344,5,2,0,0
899,26,2,PAN,796584,1255332,0,0,0,0
900,39,2,Aadhar,250368,920700,0,0,0,1
901,31,2,Aadhar,971832,1534608,0,0,0,1
902,48,1,Aadhar,724164,836400,0,0,0,1
903,45,2,Aadhar,1145880,2132520,3,2,0,0
904,30,1,VoterID,645156,769176,2,2,0,1
905,36,1,Aadhar,513720,753696,0,0,0,0
906,38,1,Aadhar,696156,894000,0,0,0,0
907,35,1,Aadhar,824316,1275156,7,5,0,0
908,46,2,Aadhar,591636,711180,22,9,1,0
909,47,2,Aadhar,696156,899616,0,0,0,0
910,44,,Aadhar,713556,874200,3,0,0,1
911,47,2,Aadhar,574188,907452,0,0,0,1
912,45,1,Aadhar,618636,808368,2,2,0,0
913,37,2,VoterID,817980,1155996,0,0,0,1
914,45,1,Aadhar,718668,884388,5,3,0,1
915,41,2,Aadhar,699108,866112,0,0,0,1
916,38,2,Aadhar,648156,926064,2,2,0,0
917,28,2,Aadhar,576588,669240,6,3,0,0
918,42,2,Aadhar,948132,1141056,0,0,0,0
919,41,2,VoterID,797028,1249452,0,0,0,1
920,45,2,Aadhar,912948,1352136,8,6,1,0
921,31,1,Aadhar,444468,614652,0,0,0,0
922,29,2,Aadhar,697764,819396,18,17,0,1
923,35,2,PAN,568188,985872,0,0,0,0
924,44,2,VoterID,661740,874560,0,0,0,1
925,38,2,Aadhar,529740,866808,8,3,0,1
926,38,1,Aadhar,597636,852000,2,2,0,0
927,39,1,VoterID,662556,812400,4,2,0,0
928,41,,Aadhar,639636,861240,3,2,0,0
929,27,1,VoterID,678876,809136,2,2,0,1
930,33,2,Aadhar,603636,937200,2,2,0,0
931,50,1,Aadhar,690108,883932,0,0,0,1
932,42,2,VoterID,632436,777720,3,2,0,0
933,41,2,Aadhar,574140,654960,5,3,0,0
934,33,1,Aadhar,841476,1154532,3,3,0,0
935,43,1,Aadhar,784428,961272,0,0,0,0
936,35,1,Aadhar,637236,790200,0,0,0,1
937,49,1,Aadhar,676956,773088,3,2,0,0
938,39,1,Aadhar,860628,1132836,5,4,0,0
939,47,2,Aadhar,591120,959520,0,0,0,0
940,38,2,Aadhar,352368,837528,0,0,0,1
941,28,1,Aadhar,761796,914400,0,0,0,0
942,40,1,Aadhar,520728,813288,3,2,0,0
943,24,,Aadhar,727764,1015080,0,0,0,0
944,36,2,Aadhar,686556,790884,0,0,0,1
945,26,2,Aadhar,684108,821196,0,0,0,1
946,36,2,Aadhar,667908,861144,3,0,0,0
947,28,1,Aadhar,706800,905964,0,0,0,1
948,35,2,Aadhar,680556,780000,0,0,0,1
949,49,2,Aadhar,615636,784596,2,0,0,1
950,24,2,VoterID,704520,828360,0,0,0,0
951,26,1,Aadhar,692400,854976,0,0,0,1
952,26,,Aadhar,728124,1197600,2,0,0,1
953,36,2,Aadhar,627636,781464,54,33,1,1
954,37,2,Aadhar,841476,1008000,0,0,0,1
955,41,1,Aadhar,731556,882000,9,6,0,1
956,32,2,Aadhar,246888,602604,3,0,0,0
957,28,2,Aadhar,698724,920772,0,0,0,0
958,40,2,VoterID,831876,1110276,5,4,0,1
959,29,2,Aadhar,792024,1230876,0,0,0,0
960,37,1,Aadhar,1145880,1815744,2,2,0,1
961,36,2,Aadhar,637236,942000,39,8,0,0
962,27,2,VoterID,663108,871044,3,3,0,0
963,42,1,Aadhar,703908,872700,8,6,0,0
964,33,2,VoterID,797628,1199940,2,2,0,0
965,37,1,Aadhar,803784,1032000,0,0,0,1
966,30,1,Aadhar,556188,895788,0,0,0,1
967,31,1,Aadhar,672708,834360,0,0,0,1
968,32,,Aadhar,425268,757920,14,4,0,0
969,48,1,Aadhar,574188,761724,9,5,0,1
970,42,2,PAN,673980,1093824,0,0,0,0
971,45,2,Aadhar,541188,870012,11,3,0,0
972,43,2,Aadhar,481248,1179720,0,0,0,0
973,32,1,Aadhar,650556,830280,2,2,0,0
974,44,2,Aadhar,719364,952728,0,0,0,1
975,26,1,Aadhar,760884,918000,0,0,0,0
976,49,2,Aadhar,671508,830400,0,0,0,0
977,29,2,PAN,623928,788064,0,0,0,0
978,25,1,PAN,651108,967560,0,0,0,0
979,34,2,Aadhar,762588,905304,2,0,0,0
980,44,1,VoterID,615636,879600,2,0,0,0
981,25,1,Aadhar,642936,885600,0,0,0,0
982,26,1,Aadhar,718476,860136,0,0,0,1
983,35,1,Aadhar,770556,831864,9,5,0,0
984,42,2,Aadhar,740556,1075608,8,5,0,0
985,25,2,Aadhar,509928,751200,0,0,0,1
986,46,2,Aadhar,514728,821880,16,7,0,0
987,35,1,Aadhar,589752,803592,0,0,0,1
988,32,2,Aadhar,666156,919440,4,3,0,0
989,40,1,Aadhar,799428,967692,0,0,0,0
990,39,2,Driving,888948,1311600,3,3,0,1
991,32,2,Aadhar,606936,896016,0,0,0,1
992,27,1,Aadhar,715356,830496,0,0,0,0
993,24,,Aadhar,564876,862896,0,0,0,0
994,29,2,Aadhar,657108,804444,0,0,0,0
995,40,1,Aadhar,684708,811620,0,0,0,0
996,29,1,Aadhar,746556,850848,0,0,0,1
997,45,2,Aadhar,658308,780144,13,10,0,1
998,48,2,Aadhar,625236,896916,11,5,0,0
999,45,2,Aadhar,722556,851124,11,3,0,0
1000,35,2,VoterID,674376,815880,10,4,1,1
1001,27,1,Aadhar,660396,827100,0,0,0,0
1002,48,1,VoterID,770556,888000,0,0,0,0
1003,28,2,Aadhar,609636,787584,2,2,0,0
1004,27,2,Aadhar,888276,1220448,0,0,0,1
1005,23,,Aadhar,644136,819276,0,0,0,1
1006,41,2,Aadhar,1049868,1334028,8,2,0,0
1007,44,2,Aadhar,681108,861252,7,3,0,0
1008,44,2,Aadhar,650796,752400,19,4,0,1
1009,44,2,PAN,633336,803400,2,2,0,1
1010,32,2,PAN,647556,895548,0,0,0,1
1011,47,1,Aadhar,667908,784416,2,0,0,0
1012,42,2,Aadhar,651828,922200,5,5,0,0
1013,35,1,Aadhar,464208,672000,0,0,0,1
1014,47,2,VoterID,556188,703200,18,7,1,1
1015,30,1,Aadhar,877476,1367952,0,0,0,0
1016,36,2,Aadhar,603636,771120,0,0,0,1
1017,25,1,Aadhar,722556,819960,2,2,0,0
1018,27,,Aadhar,1033440,1630704,0,0,0,0
1019,44,2,Aadhar,862800,1113180,10,2,0,0
1020,37,1,Aadhar,742164,888000,21,11,0,0
1021,26,2,Aadhar,776028,943548,2,2,0,1
1022,40,1,Aadhar,1518612,2280804,2,2,0,0
1023,22,,Aadhar,696708,1046304,6,2,0,0
1024,28,2,Aadhar,603636,740820,0,0,0,0
1025,22,,Aadhar,651108,1344552,0,0,0,1
1026,50,2,Aadhar,571140,747204,0,0,0,0
1027,48,1,Aadhar,642936,736980,2,2,0,0
1028,33,2,Aadhar,627636,940728,0,0,0,0
1029,38,2,VoterID,657588,819576,0,0,0,1
1030,46,2,Aadhar,992232,1291800,0,0,0,1
1031,32,1,Aadhar,607032,761724,31,20,0,0
1032,43,2,PAN,854676,1166952,0,0,0,1
1033,28,1,Aadhar,777600,961200,0,0,0,0
1034,39,2,Aadhar,695508,848436,2,2,0,1
1035,32,2,VoterID,629736,812544,0,0,0,1
1036,37,1,Aadhar,434148,840240,2,2,0,0
1037,40,2,VoterID,606936,802596,3,2,0,0
1038,36,2,Aadhar,471240,726600,2,2,0,0
1039,42,2,Aadhar,734556,850776,13,3,0,1
1040,33,2,VoterID,726564,942972,0,0,0,1
1041,36,2,Aadhar,580140,858000,2,2,0,0
1042,35,1,VoterID,588588,820188,4,2,0,0
1043,30,2,Aadhar,647424,828000,0,0,0,1
1044,28,1,Aadhar,686556,810000,0,0,0,0
1045,34,1,Aadhar,819888,995388,0,0,0,1
1046,39,2,Aadhar,1051440,1414800,0,0,0,1
1047,28,2,VoterID,780828,1181928,0,0,0,0
1048,40,2,Aadhar,615636,765396,0,0,0,1
1049,43,2,PAN,849804,1187952,5,2,0,0
1050,40,2,Aadhar,728556,844932,4,2,0,1
1051,28,2,VoterID,633636,814800,0,0,0,0
1052,47,1,Aadhar,699108,870012,2,0,0,0
1053,45,1,Aadhar,756012,887016,0,0,0,0
1054,42,1,Aadhar,586188,810252,0,0,0,0
1055,42,2,Aadhar,564828,813816,6,5,0,0
1056,34,2,Aadhar,734556,848400,3,2,0,0
1057,26,1,Aadhar,665424,895896,2,2,0,0
1058,31,2,Aadhar,834204,1132836,14,4,0,0
1059,28,2,VoterID,938016,1389084,0,0,0,1
1060,30,2,Aadhar,381768,851544,0,0,0,0
1061,45,1,Aadhar,425268,552000,3,2,0,0
1062,38,1,Driving,455268,972000,0,0,0,0
1063,48,2,PAN,663108,835788,8,5,0,0
1064,32,2,Aadhar,992232,1132992,0,0,0,0
1065,25,1,Aadhar,490428,868656,3,0,0,0
1066,32,2,Aadhar,678108,854616,0,0,0,0
